category,color,currentTrial,currentBlock,subject,curID,colorname
Purple,284,3,1,64,31566,purple
Green,155,4,1,64,31566,green
Yellow,112,5,1,64,31566,yellow
Orange,61,6,1,64,31566,orange
Brown,121,7,1,64,31566,brown
Purple,290,0,0,65,31582,purple
Blue,239,1,0,65,31582,blue
Brown,98,2,0,65,31582,brown
Orange,55,3,0,65,31582,orange
Red,38,4,0,65,31582,red
Pink,349,5,0,65,31582,pink
Yellow,109,6,0,65,31582,yellow
Green,177,7,0,65,31582,green
Orange,61,0,1,65,31582,orange
Red,33,1,1,65,31582,red
Green,158,2,1,65,31582,green
Pink,341,3,1,65,31582,pink
Purple,289,4,1,65,31582,purple
Yellow,107,5,1,65,31582,yellow
Brown,85,6,1,65,31582,brown
Blue,241,7,1,65,31582,blue
Brown,99,0,0,66,31597,brown
Red,47,1,0,66,31597,red
Green,156,2,0,66,31597,green
Blue,228,3,0,66,31597,blue
Yellow,48,4,0,66,31597,yellow
Orange,74,5,0,66,31597,orange
Pink,343,6,0,66,31597,pink
Purple,285,7,0,66,31597,purple
Red,45,0,1,66,31597,red
Pink,354,1,1,66,31597,pink
Brown,91,2,1,66,31597,brown
Yellow,69,3,1,66,31597,yellow
Orange,62,4,1,66,31597,orange
Green,149,5,1,66,31597,green
Purple,317,6,1,66,31597,purple
Blue,235,7,1,66,31597,blue
Orange,68,0,0,67,31622,orange
Yellow,107,1,0,67,31622,yellow
Blue,243,2,0,67,31622,blue
Red,50,3,0,67,31622,red
Green,141,4,0,67,31622,green
Purple,281,5,0,67,31622,purple
Brown,96,6,0,67,31622,brown
Pink,347,7,0,67,31622,pink
Brown,95,0,1,67,31622,brown
Purple,279,1,1,67,31622,purple
Pink,345,2,1,67,31622,pink
Green,143,3,1,67,31622,green
Yellow,107,4,1,67,31622,yellow
Red,47,5,1,67,31622,red
Blue,240,6,1,67,31622,blue
Orange,69,7,1,67,31622,orange
Purple,281,0,0,68,31642,purple
Pink,343,1,0,68,31642,pink
Orange,64,2,0,68,31642,orange
Yellow,113,3,0,68,31642,yellow
Brown,100,4,0,68,31642,brown
Green,150,5,0,68,31642,green
Blue,227,6,0,68,31642,blue
Red,37,7,0,68,31642,red
Pink,335,0,1,68,31642,pink
Purple,272,1,1,68,31642,purple
Yellow,105,2,1,68,31642,yellow
Orange,61,3,1,68,31642,orange
Red,36,4,1,68,31642,red
Brown,97,5,1,68,31642,brown
Blue,235,6,1,68,31642,blue
Green,161,7,1,68,31642,green
Green,162,0,0,69,31662,green
Red,30,1,0,69,31662,red
Blue,253,2,0,69,31662,blue
Yellow,115,3,0,69,31662,yellow
Orange,73,4,0,69,31662,orange
Purple,281,5,0,69,31662,purple
Pink,342,6,0,69,31662,pink
Brown,106,7,0,69,31662,brown
Orange,74,0,1,69,31662,orange
Red,28,1,1,69,31662,red
Green,155,2,1,69,31662,green
Blue,257,3,1,69,31662,blue
Yellow,115,4,1,69,31662,yellow
Pink,347,5,1,69,31662,pink
Purple,279,6,1,69,31662,purple
Brown,105,7,1,69,31662,brown
Brown,54,0,0,70,31675,brown
Purple,290,1,0,70,31675,purple
Red,32,2,0,70,31675,red
Pink,6,3,0,70,31675,pink
Yellow,89,4,0,70,31675,yellow
Blue,222,5,0,70,31675,blue
Green,159,6,0,70,31675,green
Orange,48,7,0,70,31675,orange
Purple,297,0,1,70,31675,purple
Yellow,109,1,1,70,31675,yellow
Pink,335,2,1,70,31675,pink
Brown,79,3,1,70,31675,brown
Green,183,4,1,70,31675,green
Red,31,5,1,70,31675,red
Blue,231,6,1,70,31675,blue
Orange,48,7,1,70,31675,orange
Orange,78,0,0,71,31679,orange
Purple,294,1,0,71,31679,purple
Brown,100,2,0,71,31679,brown
Blue,240,3,0,71,31679,blue
Yellow,115,4,0,71,31679,yellow
Green,153,5,0,71,31679,green
Red,48,6,0,71,31679,red
Pink,315,7,0,71,31679,pink
Orange,62,0,1,71,31679,orange
Blue,233,1,1,71,31679,blue
Brown,107,2,1,71,31679,brown
Purple,281,3,1,71,31679,purple
Yellow,127,4,1,71,31679,yellow
Red,52,5,1,71,31679,red
Pink,333,6,1,71,31679,pink
Green,155,7,1,71,31679,green
Purple,293,0,0,72,31703,purple
Red,44,1,0,72,31703,red
Green,151,2,0,72,31703,green
Pink,352,3,0,72,31703,pink
Orange,80,4,0,72,31703,orange
Yellow,110,5,0,72,31703,yellow
Blue,234,6,0,72,31703,blue
Brown,99,7,0,72,31703,brown
Green,144,0,1,72,31703,green
Red,54,1,1,72,31703,red
Orange,79,2,1,72,31703,orange
Brown,114,3,1,72,31703,brown
Blue,208,4,1,72,31703,blue
Yellow,113,5,1,72,31703,yellow
Pink,339,6,1,72,31703,pink
Purple,286,7,1,72,31703,purple
Brown,98,0,0,73,31764,brown
Orange,67,1,0,73,31764,orange
Green,151,2,0,73,31764,green
Blue,243,3,0,73,31764,blue
Red,37,4,0,73,31764,red
Yellow,108,5,0,73,31764,yellow
Purple,282,6,0,73,31764,purple
Pink,338,7,0,73,31764,pink
Yellow,103,0,1,73,31764,yellow
Blue,241,1,1,73,31764,blue
Orange,72,2,1,73,31764,orange
Purple,285,3,1,73,31764,purple
Red,33,4,1,73,31764,red
Green,167,5,1,73,31764,green
Brown,95,6,1,73,31764,brown
Pink,341,7,1,73,31764,pink
Yellow,100,0,0,74,31765,yellow
Purple,276,1,0,74,31765,purple
Blue,248,2,0,74,31765,blue
Orange,62,3,0,74,31765,orange
Green,160,4,0,74,31765,green
Red,34,5,0,74,31765,red
Brown,110,6,0,74,31765,brown
Pink,347,7,0,74,31765,pink
Green,168,0,1,74,31765,green
Red,37,1,1,74,31765,red
Pink,353,2,1,74,31765,pink
Brown,88,3,1,74,31765,brown
Blue,240,4,1,74,31765,blue
Yellow,94,5,1,74,31765,yellow
Orange,61,6,1,74,31765,orange
Purple,275,7,1,74,31765,purple
Green,149,0,0,75,31799,green
Purple,286,1,0,75,31799,purple
Orange,57,2,0,75,31799,orange
Yellow,98,3,0,75,31799,yellow
Pink,352,4,0,75,31799,pink
Red,34,5,0,75,31799,red
Blue,221,6,0,75,31799,blue
Brown,89,7,0,75,31799,brown
Yellow,105,0,1,75,31799,yellow
Pink,359,1,1,75,31799,pink
Purple,285,2,1,75,31799,purple
Brown,86,3,1,75,31799,brown
Green,154,4,1,75,31799,green
Red,41,5,1,75,31799,red
Orange,68,6,1,75,31799,orange
Blue,225,7,1,75,31799,blue
Pink,343,0,0,76,31879,pink
Orange,71,1,0,76,31879,orange
Yellow,114,2,0,76,31879,yellow
Red,47,3,0,76,31879,red
Blue,231,4,0,76,31879,blue
Brown,89,5,0,76,31879,brown
Green,149,6,0,76,31879,green
Purple,271,7,0,76,31879,purple
Green,157,0,1,76,31879,green
Brown,104,1,1,76,31879,brown
Red,42,2,1,76,31879,red
Yellow,116,3,1,76,31879,yellow
Pink,331,4,1,76,31879,pink
Orange,64,5,1,76,31879,orange
Blue,234,6,1,76,31879,blue
Purple,271,7,1,76,31879,purple
Yellow,111,0,0,77,31978,yellow
Purple,274,1,0,77,31978,purple
Pink,338,2,0,77,31978,pink
Green,167,3,0,77,31978,green
Brown,90,4,0,77,31978,brown
Orange,65,5,0,77,31978,orange
Red,45,6,0,77,31978,red
Blue,240,7,0,77,31978,blue
Orange,59,0,1,77,31978,orange
Blue,243,1,1,77,31978,blue
Brown,90,2,1,77,31978,brown
Purple,277,3,1,77,31978,purple
Red,42,4,1,77,31978,red
Green,165,5,1,77,31978,green
Pink,342,6,1,77,31978,pink
Yellow,105,7,1,77,31978,yellow
Blue,236,0,0,78,32023,blue
Green,151,1,0,78,32023,green
Yellow,110,2,0,78,32023,yellow
Red,40,3,0,78,32023,red
Orange,63,4,0,78,32023,orange
Brown,84,5,0,78,32023,brown
Pink,350,6,0,78,32023,pink
Purple,280,7,0,78,32023,purple
Pink,352,0,1,78,32023,pink
Brown,101,1,1,78,32023,brown
Yellow,110,2,1,78,32023,yellow
Purple,283,3,1,78,32023,purple
Orange,63,4,1,78,32023,orange
Red,39,5,1,78,32023,red
Green,147,6,1,78,32023,green
Blue,223,7,1,78,32023,blue
Pink,2,0,0,79,32091,pink
Brown,92,1,0,79,32091,brown
Red,31,2,0,79,32091,red
Blue,236,3,0,79,32091,blue
Purple,274,4,0,79,32091,purple
Yellow,105,5,0,79,32091,yellow
Orange,72,6,0,79,32091,orange
Green,139,7,0,79,32091,green
Blue,232,0,1,79,32091,blue
Purple,269,1,1,79,32091,purple
Green,150,2,1,79,32091,green
Orange,77,3,1,79,32091,orange
Red,35,4,1,79,32091,red
Pink,343,5,1,79,32091,pink
Yellow,91,6,1,79,32091,yellow
Brown,92,7,1,79,32091,brown
Red,24,0,0,80,32190,red
Green,170,1,0,80,32190,green
Purple,278,2,0,80,32190,purple
Brown,84,3,0,80,32190,brown
Orange,61,4,0,80,32190,orange
Pink,328,5,0,80,32190,pink
Blue,249,6,0,80,32190,blue
Yellow,94,7,0,80,32190,yellow
Red,30,0,1,80,32190,red
Pink,337,1,1,80,32190,pink
Purple,299,2,1,80,32190,purple
Blue,247,3,1,80,32190,blue
Orange,50,4,1,80,32190,orange
Yellow,102,5,1,80,32190,yellow
Green,174,6,1,80,32190,green
Brown,107,7,1,80,32190,brown
Orange,71,0,0,81,32267,orange
Pink,337,1,0,81,32267,pink
Purple,275,2,0,81,32267,purple
Brown,89,3,0,81,32267,brown
Blue,251,4,0,81,32267,blue
Green,165,5,0,81,32267,green
Red,27,6,0,81,32267,red
Yellow,105,7,0,81,32267,yellow
Pink,329,0,1,81,32267,pink
Yellow,108,1,1,81,32267,yellow
Red,36,2,1,81,32267,red
Brown,94,3,1,81,32267,brown
Green,159,4,1,81,32267,green
Orange,61,5,1,81,32267,orange
Blue,248,6,1,81,32267,blue
Purple,285,7,1,81,32267,purple
Green,139,0,0,82,32350,green
Orange,69,1,0,82,32350,orange
Brown,107,2,0,82,32350,brown
Purple,277,3,0,82,32350,purple
Yellow,93,4,0,82,32350,yellow
Pink,25,5,0,82,32350,pink
Blue,229,6,0,82,32350,blue
Red,38,7,0,82,32350,red
Red,37,0,1,82,32350,red
Orange,64,1,1,82,32350,orange
Pink,16,2,1,82,32350,pink
Purple,302,3,1,82,32350,purple
Blue,214,4,1,82,32350,blue
Brown,85,5,1,82,32350,brown
Yellow,95,6,1,82,32350,yellow
Green,138,7,1,82,32350,green
Purple,280,0,0,83,32420,purple
Yellow,104,1,0,83,32420,yellow
Green,163,2,0,83,32420,green
Orange,81,3,0,83,32420,orange
Brown,93,4,0,83,32420,brown
Pink,339,5,0,83,32420,pink
Red,38,6,0,83,32420,red
Blue,235,7,0,83,32420,blue
Green,165,0,1,83,32420,green
Red,38,1,1,83,32420,red
Brown,86,2,1,83,32420,brown
Blue,240,3,1,83,32420,blue
Orange,62,4,1,83,32420,orange
Pink,343,5,1,83,32420,pink
Yellow,102,6,1,83,32420,yellow
Purple,280,7,1,83,32420,purple
Red,43,0,0,84,32430,red
Orange,74,1,0,84,32430,orange
Yellow,103,2,0,84,32430,yellow
Pink,324,3,0,84,32430,pink
Purple,286,4,0,84,32430,purple
Brown,97,5,0,84,32430,brown
Green,158,6,0,84,32430,green
Blue,238,7,0,84,32430,blue
Green,158,0,1,84,32430,green
Yellow,116,1,1,84,32430,yellow
Orange,68,2,1,84,32430,orange
Blue,242,3,1,84,32430,blue
Purple,289,4,1,84,32430,purple
Brown,94,5,1,84,32430,brown
Red,39,6,1,84,32430,red
Pink,352,7,1,84,32430,pink
Blue,233,0,0,85,32522,blue
Yellow,112,1,0,85,32522,yellow
Pink,334,2,0,85,32522,pink
Orange,54,3,0,85,32522,orange
Brown,90,4,0,85,32522,brown
Purple,276,5,0,85,32522,purple
Green,149,6,0,85,32522,green
Red,36,7,0,85,32522,red
Blue,246,0,1,85,32522,blue
Brown,98,1,1,85,32522,brown
Red,38,2,1,85,32522,red
Pink,318,3,1,85,32522,pink
Green,159,4,1,85,32522,green
Purple,275,5,1,85,32522,purple
Yellow,109,6,1,85,32522,yellow
Orange,67,7,1,85,32522,orange
Pink,345,0,0,86,32656,pink
Purple,297,1,0,86,32656,purple
Green,159,2,0,86,32656,green
Red,30,3,0,86,32656,red
Yellow,101,4,0,86,32656,yellow
Blue,233,5,0,86,32656,blue
Orange,56,6,0,86,32656,orange
Brown,83,7,0,86,32656,brown
Blue,235,0,1,86,32656,blue
Orange,57,1,1,86,32656,orange
Purple,283,2,1,86,32656,purple
Green,175,3,1,86,32656,green
Yellow,112,4,1,86,32656,yellow
Red,39,5,1,86,32656,red
Brown,82,6,1,86,32656,brown
Pink,347,7,1,86,32656,pink
Brown,87,0,0,87,33052,brown
Pink,335,1,0,87,33052,pink
Blue,231,2,0,87,33052,blue
Purple,287,3,0,87,33052,purple
Green,154,4,0,87,33052,green
Yellow,117,5,0,87,33052,yellow
Orange,59,6,0,87,33052,orange
Red,30,7,0,87,33052,red
Pink,348,0,1,87,33052,pink
Purple,288,1,1,87,33052,purple
Orange,58,2,1,87,33052,orange
Blue,239,3,1,87,33052,blue
Brown,91,4,1,87,33052,brown
Red,38,5,1,87,33052,red
Green,149,6,1,87,33052,green
Yellow,112,7,1,87,33052,yellow
Orange,66,0,0,88,33277,orange
Pink,324,1,0,88,33277,pink
Red,24,2,0,88,33277,red
Blue,242,3,0,88,33277,blue
Brown,103,4,0,88,33277,brown
Purple,274,5,0,88,33277,purple
Green,159,6,0,88,33277,green
Yellow,112,7,0,88,33277,yellow
Yellow,113,0,1,88,33277,yellow
Brown,102,1,1,88,33277,brown
Orange,72,2,1,88,33277,orange
Green,142,3,1,88,33277,green
Blue,235,4,1,88,33277,blue
Pink,328,5,1,88,33277,pink
Red,28,6,1,88,33277,red
Purple,274,7,1,88,33277,purple
Pink,344,0,0,89,33288,pink
Purple,261,1,0,89,33288,purple
Orange,70,2,0,89,33288,orange
Green,147,3,0,89,33288,green
Blue,239,4,0,89,33288,blue
Brown,104,5,0,89,33288,brown
Yellow,109,6,0,89,33288,yellow
Red,35,7,0,89,33288,red
Purple,266,0,1,89,33288,purple
Pink,340,1,1,89,33288,pink
Brown,82,2,1,89,33288,brown
Green,137,3,1,89,33288,green
Red,37,4,1,89,33288,red
Blue,231,5,1,89,33288,blue
Orange,58,6,1,89,33288,orange
Yellow,97,7,1,89,33288,yellow
Pink,349,0,0,90,33362,pink
Green,152,1,0,90,33362,green
Red,50,2,0,90,33362,red
Orange,72,3,0,90,33362,orange
Brown,98,4,0,90,33362,brown
Yellow,106,5,0,90,33362,yellow
Purple,274,6,0,90,33362,purple
Blue,240,7,0,90,33362,blue
Pink,348,0,1,90,33362,pink
Blue,230,1,1,90,33362,blue
Yellow,119,2,1,90,33362,yellow
Purple,269,3,1,90,33362,purple
Brown,107,4,1,90,33362,brown
Red,55,5,1,90,33362,red
Green,147,6,1,90,33362,green
Orange,65,7,1,90,33362,orange
Purple,276,0,0,91,33559,purple
Pink,331,1,0,91,33559,pink
Red,35,2,0,91,33559,red
Blue,234,3,0,91,33559,blue
Green,164,4,0,91,33559,green
Orange,70,5,0,91,33559,orange
Brown,87,6,0,91,33559,brown
Yellow,98,7,0,91,33559,yellow
Purple,279,0,1,91,33559,purple
Brown,96,1,1,91,33559,brown
Red,44,2,1,91,33559,red
Green,156,3,1,91,33559,green
Pink,341,4,1,91,33559,pink
Blue,236,5,1,91,33559,blue
Orange,80,6,1,91,33559,orange
Yellow,98,7,1,91,33559,yellow
Brown,90,0,0,92,33863,brown
Pink,354,1,0,92,33863,pink
Purple,287,2,0,92,33863,purple
Orange,57,3,0,92,33863,orange
Red,35,4,0,92,33863,red
Yellow,117,5,0,92,33863,yellow
Green,169,6,0,92,33863,green
Blue,239,7,0,92,33863,blue
Red,16,0,1,92,33863,red
Green,166,1,1,92,33863,green
Brown,102,2,1,92,33863,brown
Orange,67,3,1,92,33863,orange
Purple,299,4,1,92,33863,purple
Pink,345,5,1,92,33863,pink
Blue,243,6,1,92,33863,blue
Yellow,127,7,1,92,33863,yellow
Pink,352,0,0,93,34239,pink
Blue,234,1,0,93,34239,blue
Green,166,2,0,93,34239,green
Purple,274,3,0,93,34239,purple
Orange,71,4,0,93,34239,orange
Yellow,99,5,0,93,34239,yellow
Red,47,6,0,93,34239,red
Brown,95,7,0,93,34239,brown
Pink,2,0,1,93,34239,pink
Green,157,1,1,93,34239,green
Red,40,2,1,93,34239,red
Brown,96,3,1,93,34239,brown
Yellow,97,4,1,93,34239,yellow
Blue,240,5,1,93,34239,blue
Orange,67,6,1,93,34239,orange
Purple,271,7,1,93,34239,purple
Green,150,0,0,94,34830,green
Purple,302,1,0,94,34830,purple
Yellow,91,2,0,94,34830,yellow
Red,22,3,0,94,34830,red
Orange,69,4,0,94,34830,orange
Pink,319,5,0,94,34830,pink
Brown,52,6,0,94,34830,brown
Blue,246,7,0,94,34830,blue
Brown,51,0,1,94,34830,brown
Pink,341,1,1,94,34830,pink
Purple,301,2,1,94,34830,purple
Yellow,85,3,1,94,34830,yellow
Blue,240,4,1,94,34830,blue
Red,32,5,1,94,34830,red
Green,139,6,1,94,34830,green
Orange,80,7,1,94,34830,orange
Pink,334,0,0,95,35055,pink
Purple,284,1,0,95,35055,purple
Red,29,2,0,95,35055,red
Blue,235,3,0,95,35055,blue
Yellow,96,4,0,95,35055,yellow
Green,150,5,0,95,35055,green
Brown,105,6,0,95,35055,brown
Orange,61,7,0,95,35055,orange
Green,162,0,1,95,35055,green
Red,49,1,1,95,35055,red
Brown,109,2,1,95,35055,brown
Blue,232,3,1,95,35055,blue
Purple,284,4,1,95,35055,purple
Pink,348,5,1,95,35055,pink
Yellow,110,6,1,95,35055,yellow
Orange,79,7,1,95,35055,orange
